"","PC1","PC2","PC3","PC4","PC5","PC6","PC7","PC8","PC9","PC10","PC11","PC12","PC13","PC14","PC15","PC16","PC17","PC18","PC19","PC20","PC21","PC22","PC23","PC24","PC25","PC26","PC27","PC28","PC29"
"AT3G49960",-1.02588043954741,0.278251863762989,-0.185476123220545,0.624970587579171,-0.445801104342808,0.445421909371076,-0.744837814321653,0.294797480524687,0.0638057775315816,-0.643746578543279,-0.296954884007475,0.259655804630905,0.274861015063163,0.0636707166057713,-0.370123017614734,-0.304895829310545,0.39004431787663,0.379807105894016,0.0646894031084524,0.635685084856739,-0.111112855849398,-0.585597908445035,-0.173208339755528,0.20229398320074,0.364026748395059,-0.0984370307948861,-0.133239558378674,-4.04190569902596e-16,3.46944695195361e-18
"AT5G67400",-0.334542691142778,1.31796370129231,-0.60256954680518,-1.40346874559229,-1.06576398097074,-0.876476136163365,-0.679718001819347,-1.08556323590531,-0.547964792156304,0.11182324547376,-0.386503115374058,0.330186050830439,-1.01408377829524,-0.17021455019408,0.443305555165418,-0.704789398032141,-0.156257850360376,-0.0816081244949641,-0.048310927084054,-0.0215746203688097,-0.0235337262113748,-0.0191174793439202,-0.0813437820116142,-0.279645600872204,0.111960204296008,-0.0376955553699598,0.0174182504295195,-1.38777878078145e-16,1.94289029309402e-16
"POPTR_007G053400v3",2.81514155445954,-0.00410935835470331,-0.780808595599864,0.554766496832275,0.112922155257266,-0.823783129393373,0.748750963424866,0.66194780735802,-0.591498119271363,0.137652753800212,0.276041596193774,-0.0538201499000779,0.294115491075716,0.758632925292555,-0.599203948313178,-0.809338196405814,-0.0125285246989289,-0.742990392901615,-0.0437958229980472,0.326331336497833,-0.121514186627804,-0.0880529229511911,0.100100350783863,-0.122201183417296,-0.136166744017415,0.00546793953846912,0.0743119767788086,1.05818132034585e-16,-3.46944695195361e-18
"AT2G39530",-0.623002451048081,-0.138540252055108,-0.307675843033085,-0.809695369798474,-0.933760899605563,0.204450098871867,-1.75929729087156,0.303972657453806,0.231393869539815,0.556924497463712,0.398832913412761,-0.837943679683302,0.575847773552283,-0.143974208810294,-0.143483886433593,-0.158660108636075,0.52120430293636,0.0407271321635038,0.337715478790034,-0.208900819352499,0.136687267966804,-0.216653343550513,0.147584456786209,0.0028415610666636,-0.378895927393712,0.0637646932071152,0.115525060245431,-1.61329283265843e-16,2.42861286636753e-17
"POPTR_010G205300v3",2.57123496567397,0.118536818662168,0.0449089119565949,0.582919612977994,0.446481242828987,-0.115200194917349,-0.652557559454725,0.215424970289934,0.0969622149269133,0.0819153445402721,-0.193705857967055,0.876951502747442,0.305914285012308,-0.239323232700335,0.516334138046597,0.723972617864381,-0.487617084358097,0.0144009776514516,0.380680344157094,0.258336326686034,0.214364072531608,-0.34712690380894,-0.0734166511845326,-0.389836004977032,-0.0370668430608623,0.15178062638609,0.191817642802091,3.98986399474666e-17,-3.19189119579733e-16
"AT1G11580",-0.924068724465035,-0.746730405358526,0.257453228374843,-1.4958683191544,1.54511390385145,0.0919257844086476,0.0287399641643814,0.271155355757866,0.685823308518076,-0.120748827807099,0.104001070573124,0.356347164300826,-0.272026531891383,0.0665317356856814,0.304424362785929,-0.408878960585276,-0.0123351976776936,-0.340560538348052,0.260006952605138,0.0727840036286454,0.129317740744641,-0.0185586988286718,0.341460525928354,0.434489521202008,0.239613850850377,0.166885142788266,0.243444508463922,2.0643209364124e-16,-1.04083408558608e-16
"POPTR_011G025400v3",2.52896290005136,-0.541895017778072,0.5924785706686,-0.138194987202004,-0.71402945527352,-0.58977779139965,0.148982167050323,1.57201933433926,0.758989567951053,-0.400731942205666,-0.100378188398963,0.429176663738651,-0.650200694553691,0.118760145111512,-0.281341669457928,-0.137558650056613,0.369163624279441,0.522506001708668,-0.112859584625806,-0.563891296080001,0.438186276131849,0.0939306825155262,-0.0685510798392908,-0.0495190025019815,0.0733379971197898,-0.00516076510202754,-0.0854302002308552,1.6826817716975e-16,-1.14491749414469e-16
"AT3G27400",-1.39874288990256,-0.917194513613343,0.856404168484564,0.882402576397919,0.980220967618339,0.0492956104252819,-0.22756329050482,0.336885094735397,0.0233208276593411,0.402967867169292,-0.885685562396595,-0.771826615898488,-0.275511568180537,0.903512208778901,0.737303995162402,-0.219367792952843,-0.290946474395339,-0.0371698070988778,-0.0775365285726526,-0.395888062163141,-0.115175029360537,-0.353384333416699,-0.071362758253477,-0.128812691962257,-0.0459783789784368,-0.155393381300522,-0.0762169723640906,-7.11236625150491e-17,3.33066907387547e-16
"POPTR_001G339500v3",2.43193940486505,0.0201064002521434,-0.600927779504606,-0.0257681113280787,-0.389444697601381,0.762872306231354,-0.207032556785634,-1.13510304004188,0.189891185093947,-0.153373258791416,0.644946127217321,-0.134191385924927,0.413018640024818,0.846368315645313,0.487482001447175,0.0885052135652662,-0.166565281694061,0.137363899224223,0.389093261980704,-0.0254285660975728,0.270270663101656,0.266478770335199,0.344504512051212,0.0565318776416543,0.188174837386903,-0.183554680319441,-0.245214689545693,-1.54390389361936e-16,1.17961196366423e-16
"AT4G26260",-0.979230995886516,0.420740455752001,0.223979165027654,-1.04710362480256,0.518337883372446,-0.26492553352249,0.090151875529167,-0.137936418251683,-0.145611308806788,-1.04679746952823,0.249768809408852,0.851477373624066,0.0540907319317608,0.156284321026784,-0.195898188768521,0.230302213691416,-0.293957879301363,-0.160195400971086,0.149395737819382,-0.258402813338733,-0.26843866847973,-0.244909545965121,-0.0223421527143726,0.162499654271964,-0.460672257313211,0.0253639879471053,-0.331200784856781,-1.05818132034585e-16,2.42861286636753e-16
"POPTR_018G069700v3",2.73434154528463,-0.722272856456111,-0.434161071649853,0.491139418955042,0.427682345986598,-0.0207170900477576,-0.382929211622326,-0.0749883597740215,-1.14302059765276,0.293399926568484,-0.985230501767474,-0.0998886125185916,0.271019893145219,-1.13873746230586,-0.0372897447550442,-0.199381656150786,-0.187293687094904,0.155137766110624,-0.0237588640639651,-0.280668853377623,-0.18644423024116,0.102273587387648,0.220938732673057,0.381660616165696,0.0196776089616833,0.00182729449862745,-0.117475102826925,-1.33573707650214e-16,5.20417042793042e-17
"AT2G44990",-0.706210484144645,-1.02065585500439,-0.895515661526647,-1.55414247349683,-0.0998495698818714,-1.45322246351602,0.378157135855302,0.175630667601689,0.0506752112841937,-0.063749447355721,-0.350349665681287,-0.609159132035885,0.825275430487802,0.170392719451533,-0.260619868456011,0.591976604437081,-0.171159535681217,0.0578069597933641,0.28607799047286,-0.0980709090450793,-0.243115463204609,0.161076313963042,-0.349774048403411,-0.0983101840348433,0.299031592245643,-0.00194441364425689,-0.00259784464564444,1.16226472890446e-16,7.97972798949331e-17
"POPTR_014G056800v3",2.56197750121967,-0.11325504623483,0.273590325060927,-0.550595641387947,0.580152343253701,0.228000553873501,0.591463614578889,-0.495771256982117,0.0319164046737666,-1.1655897513859,0.47103987964985,-1.32333367471219,-0.506746705396587,-0.384553802681463,0.409084425502889,0.157032007491867,0.310054257884504,0.245806248263621,-0.380245665536151,0.305375425775014,-0.144771027866556,-0.170119006196532,-0.120857049060948,-0.06970393624237,-0.0980053793265164,0.100569700864926,0.0522266459468791,1.61329283265843e-16,7.28583859910259e-17
"AT1G12940",-1.44913144121778,-0.499343367565504,0.915600074792401,0.846274144474817,-0.65163217654974,-0.342910159044015,-0.357869028355365,0.335832966589127,0.118719425738882,-0.307090408799311,0.520853174563929,-0.259205336378159,0.0225119648320344,-0.738577319060377,0.195710788393874,0.205512324401267,0.0495692074787556,-1.16413314990821,-0.186687228406004,-0.0434083848871602,0.142933298088644,0.0461015460554139,0.152361611205207,-0.173814493176595,0.241946396915856,0.0921181690683596,-0.237960814819677,-2.16840434497101e-16,-4.16333634234434e-17
"POPTR_015G081500v3",2.11678659488103,-0.609283597399081,1.59184058638183,-0.297870615841822,-0.916257912066784,0.804530680194136,-0.317176987585993,-0.770948325883798,0.725747189245353,0.565391119463741,-0.254350295921786,0.468824221556819,0.00388285688140047,0.245267421104851,-0.098469818714195,0.178229830373242,0.20709816924725,-0.519457148007873,-0.225930132598614,0.0228579152087067,-0.472736715016764,0.171348957064533,-0.437143703075483,0.22993747546131,-0.0387303150055758,-0.0713499267071894,0.107181794020664,2.77555756156289e-17,1.38777878078145e-16
"AT1G67750",-0.497762115843587,0.613603516262389,1.98167394863135,-0.205555556308485,0.586095527884594,-0.254468881971919,0.14836141952604,-0.12769541178215,-0.60250776503106,0.49025431481677,0.407068759050308,-0.093643458654676,0.177841878666962,-0.123049638458664,-0.313280615329739,-0.13824591340455,-0.102387282530913,0.341804106404705,0.141331048332363,0.177956640827236,0.167430898998725,0.128389381931838,-0.0536901888713912,-0.065508380283445,0.0192835479907183,-0.0533368931211275,-0.0232351177852226,-9.8879238130678e-17,2.91433543964104e-16
"POPTR_008G182200v3",-0.497762115843587,0.613603516262389,1.98167394863135,-0.205555556308485,0.586095527884594,-0.254468881971919,0.14836141952604,-0.12769541178215,-0.60250776503106,0.49025431481677,0.407068759050308,-0.093643458654676,0.177841878666962,-0.123049638458664,-0.313280615329739,-0.13824591340455,-0.102387282530913,0.341804106404705,0.141331048332363,0.177956640827236,0.167430898998725,0.128389381931838,-0.0536901888713912,-0.065508380283445,0.0192835479907183,-0.0533368931211275,-0.0232351177852226,-9.8879238130678e-17,2.91433543964104e-16
"AT5G13140",-1.28356413959391,-0.00634431750889858,0.0519027846258757,1.43693521327679,-0.361509465072112,0.0694591315158375,-0.0571624951154456,-0.977101664426137,-0.37340706623411,-0.610837498148234,-0.172849806689535,0.0227617249743501,0.240441063403853,0.531225191425268,-0.11588744316468,-0.271651675536459,0.0375189094981466,0.247204100335219,0.0400797732013329,-0.301385400848201,0.0813513388328959,0.236594480325937,-0.188365363697959,0.056577714112647,0.023947649857261,0.558731661488364,0.081247015086793,4.04190569902596e-16,-2.77555756156289e-17
"POPTR_003G167100v3",-0.0532799707044439,1.78996320758186,-0.0978897532196589,0.207114761131155,0.59178505446681,0.776715069967402,-0.203527151662885,0.296137203179511,0.538101660618688,-0.0199791279998037,0.0623843644922445,-0.0252603511576999,-0.103308431249166,-0.0198317859956449,-0.566315012980171,0.177449470954563,0.0489894249561032,0.165402634036081,-0.0399327588363431,-0.394505755294031,-0.737222262740648,0.0860550884050609,0.441652835204216,-0.365434682651682,0.202176618157928,0.0222842593808348,0.0738088012039572,5.3776427755281e-17,2.0122792321331e-16
"AT4G02330",-1.0458709863742,-0.197254144011289,-0.612386160394257,0.677830204672471,0.817486882958626,-0.838076046301899,-0.926482847766568,0.495008004687751,-0.211174774490382,0.0376633962854373,-0.157037354421628,0.330973388714788,-0.43112237517502,0.286244123872632,0.417406936565335,0.399239507200739,0.761869153309966,0.13865800486516,-0.0719803386994686,0.539258020046071,-0.187281649843331,0.604469905228645,0.0693481866960592,0.0131119666818136,-0.177977937161125,-0.0541588516791098,-0.0510974795434098,2.27248775352962e-16,-1.97758476261356e-16
"POPTR_014G127000v3",-0.754672038478587,0.0367720857900939,-0.444337651410518,1.30237029325585,-0.238718564298981,-1.46020915031524,0.321189827952704,-0.58051974863981,1.60080155453802,0.293797437280218,0.681147782034519,0.0804796190060855,0.284606321037515,-0.486527501847229,0.225503800910626,-0.334491958880907,-0.484561210018359,0.425640437088456,-0.282894729320507,0.016103617586192,-0.170335129023541,-0.0448334980414281,0.0391880082505967,0.183433182098457,-0.110061372641243,-0.114813229906627,0.0632069009593376,-3.83373888190874e-16,-4.16333634234434e-17
"AT5G20630",-1.3418217795362,-1.37809374131557,0.318246497289339,-0.0715947932293262,-1.61890671753147,0.591557675730725,1.63410822526789,0.179884949967011,0.119819559373408,0.2584259996675,-0.561667492930101,0.0276008599979538,-0.371647699297036,-0.186884054599211,0.0991806910316063,0.0231423287660208,-0.0444789599123166,0.249167401845063,0.560822341663436,0.409350190440919,-0.191836019627577,0.00849973477956915,0.375660642214579,-0.138318811483842,-0.161338450018504,0.0802170620897344,-0.0325589465242502,-1.85615411929518e-16,4.16333634234434e-17
"POPTR_006G142600v3",-0.914962126882575,-0.304070856584018,-0.690094650445023,0.444798686074173,-0.763152925775788,0.662074274543146,-0.086999667853328,1.09950620197997,-1.21910247857609,-0.034131651752344,1.24061281170325,0.0128172745549782,-0.626448350779303,0.0589169508470877,0.209045838620884,0.264381017804397,-0.544950882727812,0.0947882852413306,0.0923603770666828,-0.186637947528403,-0.203769502374574,0.031687189974348,-0.233672382387632,0.251857025098881,0.0717201418765972,-0.108618962816667,0.191411883240014,1.26634813746307e-16,-1.25940924355916e-15
